Location,Homeworld,Starport,Size,Atmosphere,Hydrographics,Population,Government,Law_Level,Tech_Level,Trade_Codes,Travel_Code,Temperature,Culture,NPC_Name,Race,Sex,Age,Year_Born,STR,DEX,END,INT,EDU,SOC,Career,Job,Terms,Skills,Equipment,Cash,Debt,Pension
E0111,C623631-6,C,6,2,3,6,3,1,6,Na Ni Po,,5,Remnant,Major Drilie M. Alo,Human,Female,51,5577,1,3,6,3,8,A,Drifter,Scavenger,1,"Advocating 3, Anglic Language 0, Animal Farming 0, Astrogating 0, Athletic Co-ord 1, Athletic Endurance 1, Civil Construction 0, Electronics 0, Energy Rifle 1, Field Artillery 0, Gambling 1, Jack of all Trades 0, Knife Fighting 0, Leadership 1, Military Tactics 1, Mole Trucking 0, Reconnaissance 0, Shotgun 0, Slug Rifle 1, Small Craft Piloting 1, Stealth 1, Survival Training 1, Vacc Suit Training 1",Armor,Cr53000,Cr0,Cr10000
O2140,Uts,B,7,C,6,4,3,3,A,Fl Ni,A,F,Unusual Customs: Social Standings,Captain Omerdove G. Atlsidrandy,Human,Male,50,5578,6,7,2,8,4,A,Marines,Support,3,"Administrating 1, Advocating 1, Aero Flying 1, Anglic Language 0, Battle Suit Training 1, Carousing 1, Diplomacy 0, Energy Rifle 1, Gambling 1, Investigating 0, Jack of all Trades 0, Leadership 2, Mechanical Training 1, Military Tactics 1, Naval Tactics 1, Persuading 1, Stealth 1, Tank Driving 0, Telecomm 0, Vilani Language 0","Stipend Portfolio: Cr750000, Stocks Portfolio: Cr1000000, 1 Ship Share",Cr45000,Cr0,Cr0
D3010,Harchrarhn,E,4,3,2,9,B,F,5,Hi Na Po,A,5,Ritualized,Lady Iko D. Enson,Human,Female,49,5579,8,B,3,8,3,B,Scholar,Physician,2,"Anglic Language 0, Animal Riding 0, Astrogating 0, Computer Science 0, Computer Training 1, Energy Pistol 0, Energy Rifle 1, Gambling 1, Jack of all Trades 1, Knife Fighting 2, Leadership 1, Mechanical Training 0, Military Tactics 1, Small Craft Piloting 0, Stealth 1, Streetwise 0, Survival Training 0, Telecomm 0","Armor, 2 Ship Shares",Cr50000,Cr0,Cr0
D2707,Urenbetv,A,6,8,8,2,0,0,A,Fa Lo,A,A,Tourist Attraction,Ennas Jilmon,Human,Female,51,5577,7,C,2,C,A,8,Rogue,Thief,9,"Advocating 1, Anglic Language 0, Athletic Co-ord 1, Athletic Endurance 1, Athletic Strength 1, Blunt Fighting 1, Computer Science 0, Deceiving 0, Energy Pistol 0, Gambling 2, Investigating 1, Jack of all Trades 0, Persuading 1, Reconnaissance 1, Robotics 0, Slug Rifle 1, Stealth 3, Streetwise 2, Telecomm 0","Corsair, Corsair, Corsair, Corsair, Armor",Cr160000,Cr0,Cr0
M0631,Satm,C,7,B,6,9,9,9,9,Fl Hi In,,J,Unusual Customs: Technology,Nurd Vetilton,Human,Male,49,5579,7,3,7,4,6,7,Marines,Support,2,"Anglic Language 0, Athletic Co-ord 0, Athletic Strength 1, Capital Ship Helm 0, Energy Pistol 1, Energy Rifle 1, Fist Fighting 1, Jack of all Trades 0, Knife Fighting 1, Leadership 2, Mechanical Training 0, Naval Tactics 1, Psionicology 0, Reconnaissance 1, Sailboat Helm 0, Shotgun 1, Slug Pistol 0, Slug Rifle 1, Space Construction 0, Streetwise 1, Survival Training 1, Turret Gunnery 0, Vacc Suit Training 0, Zero-G Training 0","Armor, Armor, 1 Ship Share",Cr30000,Cr0,Cr0
L2929,Riltalrk,C,5,3,1,5,8,6,8,Px Ni Po,,7,Ritualized,Corporal Enlie Y. Errk,Human,Female,50,5578,3,8,8,D,6,6,Merchants,Merchant Marine,2,"Anglic Language 0, Animal Farming 0, Athletic Co-ord 0, Battle Suit Training 0, Biology 1, Capital Weapons 1, Computer Science 0, Diplomacy 0, Energy Rifle 1, Field Artillery 0, Jack of all Trades 0, Linguistics 0, Mechanical Training 1, Medical Training 2, Military Tactics 0, Mole Trucking 1, Persuading 1, Philosophy 1, Reconnaissance 1, Ship Screens 1, Shotgun 1, Slug Rifle 1, Stealth 0, Telecomm 0, Vacc Suit Training 1",1 Ship Share,Cr120000,Cr0,Cr0
F1319,Ranseln,C,9,A,4,2,5,3,8,Fl Lo,,B,Unusual Customs: Travel,Marchioness Alda Olus Chratbatn of Ranseln,Human,Female,50,5578,1,6,2,A,7,D,Entertainer,Artist,7,"Anglic Language 0, Bionetics 1, Carousing 4, Companion 1, Dancing 3, Deceiving 0, Gambling 4, Investigating 1, Jack of all Trades 0, Jumping 0, Persuading 1, Polymers 1, Reconnaissance 0, Stealth 0, Streetwise 0, Survival Training 1, Tank Driving 0, Vilani Language 0, Writing 0",2 Ship Shares,Cr140000,Cr0,Cr14000
M0734,Cew,B,1,3,0,8,6,8,9,De Na Ph Po,,7,Unusual Customs: Lifecycle,Krelnk Abrarrie,Human,Male,48,5580,1,6,2,9,9,3,Drifter,Scavenger,1,"Advocating 1, Anglic Language 0, Animal Farming 0, Astrogating 0, Computer Training 0, Diplomacy 0, Investigating 2, Jack of all Trades 0, Mechanical Training 1, Medical Training 3, Persuading 2, Psionicology 0, Small Craft Piloting 1, Survival Training 0, Telecomm 1, Vacc Suit Training 0",2 Ship Shares,Cr90000,Cr0,Cr10000
H2819,Iristenlier,D,6,1,0,8,9,C,8,Na Ph Pi,A,A,Unusual Customs: Lifecycle,Duchess Elcedy Statdenlolalnem Oda of Iristenlier,Human,Female,56,5572,1,6,2,9,9,f,Entertainer,Artist,6,"Anglic Language 0, Astrogating 1, Autocar Driving 0, Carousing 2, Companion 2, Computer Training 2, Energy Rifle 0, Investigating 1, Jack of all Trades 0, Mechanical Training 0, Persuading 2, Sculpting 1, Small Craft Piloting 1, Stealth 1, Survival Training 1, Telecomm 0, Vacc Suit Training 1, Writing 1",,Cr220000,Cr0,Cr12000
K1829,Nerhn,B,4,3,3,2,1,0,9,Lo Po,,8,Unusual Custom: Starport,Lt Colonel Kranltagalm T. Dajihn,Human,Male,46,5582,2,5,5,7,A,8,Citizen,Worker,0,"Anglic Language 0, Athletic Endurance 0, Battle Suit Training 1, Civil Construction 0, Computer Training 0, Energy Pistol 1, Field Artillery 0, Heavy Launchers 1, Jack of all Trades 0, Leadership 2, Military Tactics 1, Naval Tactics 2, Physics 0, Portable Artillery 2, Shotgun 1, Slug Pistol 1, Stealth 1, Streetwise 1, Tank Driving 1, Veterinary 0","TAS Membership, TAS Membership",Cr15000,Cr0,Cr10000
G2112,Nayan,B,6,5,5,7,6,5,9,Ag Ga,,5,Degenerate,Imnk Isunas,Human,Female,48,5580,D,A,B,2,8,7,Merchants,Merchant Marine,3,"Anglic Language 0, Animal Riding 0, Animal Training 0, Capital Ship Helm 1, Capital Weapons 1, Carousing 1, Chemisty 0, Cruise Ship Helm 0, Fist Fighting 2, Jack of all Trades 0, Knife Fighting 2, Mechanical Training 3, Persuading 0, Polymers 0, Stealth 1, Streetwise 1, Survival Training 1",,Cr2000,Cr0,Cr0
J1529,Eton,X,5,4,5,6,6,1,3,Ag Cy Fa Ni,,A,Unusual Customs: Technology,Lance Corporal Apebelck Z. Onnstetw,Human,Female,37,5591,8,5,5,5,A,8,Marines,Star Marines,1,"Advocating 1, Anglic Language 0, Animal Riding 0, Astrogating 0, Computer Training 1, Electronics 1, Energy Pistol 1, Jack of all Trades 1, Mechanical Training 0, Medical Training 1, Navigating 1, Portable Artillery 0, Slug Pistol 1, Small Craft Piloting 0, Streetwise 0, Survival Training 2, Telecomm 0, Vacc Suit Training 1, Vilani Language 0",,Cr42000,Cr0,Cr0
F1618,Erdenas,C,1,0,0,1,3,2,A,Lo Va,,5,Progressive,Sublieutenant Cimpelbratdriv H. Edohn,Human,Male,49,5579,5,5,8,7,A,5,Scholar,Scientist,4,"Administrating 1, Aero Flying 1, Anglic Language 0, Capital Ship Helm 0, Computer Science 1, Computer Training 2, Energy 1, Grav Flying 1, Gravitics 1, Jack of all Trades 0, Knife Fighting 1, Leadership 1, Mechanical Training 0, Mole Trucking 0, Robotics 1, Ship Screens 0, Slug Pistol 1, Slug Rifle 0, Small Craft Piloting 2, Vacc Suit Training 0, Zero-G Training 0",2 Ship Shares,Cr111000,Cr0,Cr0
F1216,Nershinor,B,3,1,0,8,4,2,9,Na Ph Pi,,6,Artistic,Ang Etvalgomer,Human,Female,51,5577,2,1,1,8,7,7,Drifter,Scavenger,1,"Anglic Language 0, Astrogating 1, Athletic Strength 0, Computer Training 0, Deceiving 0, Energy Pistol 0, Jack of all Trades 0, Jumping 0, Life Support 0, Reconnaissance 0, Small Craft Piloting 0, Stealth 1, Streetwise 3, Survival Training 2, Telecomm 1, Turret Gunnery 1, Vacc Suit Training 1, Vilani Language 0, Zero-G Training 1","Ancient Technology, 1 Ship Share",Cr34000,Cr0,Cr0
K1829,Drahn,A,2,0,0,5,1,0,D,Ni Va,,7,Fashion,Brurtsatmaltis Enamalti,Human,Male,55,5573,7,1,9,7,6,5,Citizen,Worker,3,"Administrating 2, Anglic Language 0, Astrogating 0, Biology 0, Bionetics 1, Deceiving 1, Jack of all Trades 0, Mechanical Training 1, Navigating 1, Polymers 1, Shotgun 0, Space Construction 1, Spacecraft Piloting 1, Survival Training 0, Tank Driving 1, Telecomm 2, Trading 1, Vacc Suit Training 1",Scout Ship,Cr86000,Cr0,Cr0
K2122,Elnsiza,A,6,B,6,5,8,D,E,Fl Ni,,A,Barbaric,Corporal Reman J. Elsad,Human,Male,49,5579,4,1,5,9,8,6,Drifter,Barbarian,1,"Administrating 0, Advocating 0, Anglic Language 0, Athletic Strength 0, Blunt Fighting 1, Carousing 0, Computer Training 0, Energy Rifle 1, Investigating 1, Jack of all Trades 0, Knife Fighting 2, Portable Artillery 0, Reconnaissance 0, Shotgun 0, Stealth 3, Streetwise 1, Survival Training 1, Tank Driving 0, Telecomm 0",Alien Artifact,Cr25000,Cr0,Cr0
G2319,Lolier,D,7,A,6,5,6,7,8,Fl Ni,,6,Recovering,Imtsann Stisha,Human,Female,47,5581,5,9,A,3,5,8,Drifter,Wanderer,7,"Anglic Language 0, Athletic Co-ord 0, Computer Training 0, Deceiving 2, Jack of all Trades 0, Jumping 1, Medical Training 0, Reconnaissance 0, Stealth 5, Streetwise 3, Survival Training 4","Alien Artifact, 3 Ship Shares",Cr13000,Cr0,Cr0
A0105,En,A,8,8,8,9,D,D,8,Cp Hi Pr,,C,Recovering,Baronet Onk Detshometrk Etshengimbida of En,Human,Male,50,5578,4,8,5,8,C,c,Merchants,Merchant Marine,3,"Acting 0, Administrating 1, Anglic Language 0, Animal Riding 1, Carousing 1, Companion 1, Computer Science 0, Deceiving 0, Holography 1, Jack of all Trades 1, Knife Fighting 1, Mechanical Training 1, Medical Training 0, Musical Training 0, Persuading 0, Stealth 1, Streetwise 0, Survival Training 1, Telecomm 0, Vilani Language 0",,Cr114000,Cr0,Cr0
P3237,Elscheni,B,4,5,0,9,A,A,9,De Hi Po,,5,Sexist,Domer Sherrasethn,Human,Male,47,5581,2,A,2,D,7,1,Merchants,Free Trader,7,"Advocating 1, Anglic Language 0, Animal Riding 0, Carousing 1, Companion 0, Diplomacy 1, Jack of all Trades 1, Mechanical Training 4, Persuading 1, Sensor Reading 1, Spacecraft Piloting 2, Streetwise 1, Survival Training 0, Tank Driving 0, Telecomm 0, Trading 1, Vacc Suit Training 4, Zero-G Training 1","Free Trader, 1 Ship Share",Cr80000,Cr0,Cr14000
E0112,Imbrinson,E,3,2,2,6,6,9,5,Px He Na Ni Po,,4,Unusual Custom: Media,Arminanhatla Unstentsonn,Human,Female,47,5581,1,1,4,8,B,9,Drifter,Scavenger,0,"Anglic Language 0, Athletic Endurance 1, Carousing 2, Computer Training 1, Deceiving 3, Electronics 0, Jack of all Trades 0, Jumping 1, Reconnaissance 2, Robotics 0, Stealth 1, Streetwise 1, Submarine Helm 0, Survival Training 2, Telecomm 1, Veterinary 0, Vilani Language 0, Zero-G Training 0",Ancient Technology,Cr0,Cr26000,Cr0
C2110,Ellam,C,9,9,A,2,3,0,A,Lo Wa,A,9,Unusual Custom: Offworlders,Baronet Stanmert Chrurlaraceli Ahalton of Ellam,Human,Male,51,5577,8,1,6,8,5,c,Entertainer,Performer,7,"Anglic Language 0, Athletic Co-ord 1, Capital Ship Helm 0, Capital Weapons 0, Carousing 0, Deceiving 2, Electronics 0, Energy Pistol 0, History 0, Investigating 1, Jack of all Trades 0, Mechanical Training 0, Reconnaissance 1, Small Craft Piloting 1, Stealth 2, Streetwise 3, Vacc Suit Training 0, Zero-G Training 0",2 Ship Shares,Cr40000,Cr0,Cr14000
G2418,Denlert,X,3,0,0,3,6,9,8,Lo Va,A,7,Recovering,Erhetsilynn Elchren,Human,Female,48,5580,3,1,3,6,7,6,Scholar,Physician,6,"Anglic Language 0, Battle Suit Training 0, Biology 0, Computer Training 0, Diplomacy 1, Energy Pistol 0, Energy Rifle 1, Investigating 1, Jack of all Trades 0, Jumping 0, Knife Fighting 1, Leadership 1, Medical Training 2, Military Tactics 1, Naval Tactics 0, Persuading 1, Planetology 0, Portable Artillery 0, Spacecraft Piloting 1, Stealth 0, Telecomm 4, Vacc Suit Training 0","Lab Ship, Lab Ship",Cr145000,Cr0,Cr12000
P2532,Akrallmes,B,E,F,6,6,8,8,B,Ni,,A,At War,Etarkowetjeni Nisithon,Human,Female,47,5581,B,6,4,5,5,A,Scholar,Physician,1,"Aero Flying 1, Anglic Language 0, Animal Farming 0, Athletic Co-ord 0, Autocar Driving 2, Companion 2, Computer Training 0, Holography 0, Jack of all Trades 0, Medical Training 1, Reconnaissance 0, Stealth 1, Streetwise 5, Survival Training 2, Vacc Suit Training 1",,Cr35000,Cr0,Cr0
F1319,Om,C,7,A,6,A,A,B,A,Fl Hi In Mi,A,B,Degenerate,Gunnery Sergeant Bechrerstarke S. Inter,Human,Male,50,5578,B,8,8,5,D,7,Army,Cavalry,5,"Acting 1, Administrating 1, Advocating 1, Anglic Language 0, Athletic Strength 0, Belter 0, Carousing 0, Companion 0, Dancing 0, Deceiving 1, Field Artillery 1, Fist Fighting 1, Gambling 1, Heavy Launchers 1, Jack of all Trades 0, Leadership 1, Medical Training 1, Navigating 1, Persuading 0, Portable Artillery 1, Reconnaissance 2, Sculpting 0, Ship Screens 1, Slug Rifle 1, Streetwise 0, Telecomm 1, Turret Gunnery 1",Armor,Cr70000,Cr0,Cr10000
B1010,Letw,B,5,7,8,4,5,8,C,Fa Ni Pa,,8,Unusual Customs: Eating,Anchrendarmon Nenrly,Human,Female,47,5581,A,4,5,8,A,A,Scholar,Physician,7,"Administrating 1, Advocating 1, Anglic Language 0, Biology 0, Computer Training 0, Diplomacy 0, Energy Rifle 1, Holography 1, Investigating 4, Jack of all Trades 0, Life Support 0, Linguistics 0, Medical Training 2, Persuading 1, Philosophy 1, Telecomm 2","Scientific Equipment, Lab Ship, Lab Ship, 4 Ship Shares",Cr65000,Cr0,Cr14000
B1401,Illtuchetbrimon,E,1,3,0,1,3,4,9,De Lo Po,,A,Honorable,Enwoko Noson,Human,Female,16,5612,A,8,9,7,5,7,Citizen,,0,"Anglic Language 0, Animal Training 0, Jack of all Trades 0, Survival Training 0",,Cr0,Cr0,Cr0
F1217,D953863-4,D,9,5,3,8,6,3,4,Cy Ph Po,,9,At War,Lady Ebegwesanstory D. Anla,Human,Female,50,5578,6,A,6,8,C,B,Scout,Courier,8,"Anglic Language 0, Animal Riding 0, Astrogating 0, Capital Ship Helm 1, Genetics 1, Jack of all Trades 1, Jumpspace 0, Mechanical Training 2, Navigating 2, Physics 0, Psionicology 0, Sensor Reading 1, Slug Pistol 0, Small Craft Piloting 1, Spacecraft Piloting 0, Survival Training 1, Telecomm 2, Vacc Suit Training 2","Scout Ship, 2 Ship Shares",Cr110000,Cr0,Cr0
D3002,Itsijeni,A,8,7,8,8,6,6,B,Cp Pa Ph Pi,,A,Xenophobic,Lady Imnsucarlam U. Ener,Human,Female,47,5581,5,6,5,7,4,B,Drifter,Scavenger,2,"Anglic Language 0, Astrogating 1, Biology 1, Companion 1, Energy Rifle 0, Fist Fighting 3, Jack of all Trades 0, Mechanical Training 1, Mole Trucking 0, Navigating 1, Ship Screens 1, Shotgun 2, Small Craft Piloting 1, Spacecraft Piloting 0, Stealth 1, Streetwise 1, Survival Training 0, Telecomm 2, Vacc Suit Training 2, Vilani Language 0, Zero-G Training 0",Scout Ship,Cr64000,Cr0,Cr0
D2502,Rile,C,2,4,2,4,3,2,5,Ni Po,,4,Recovering,Mew Ida,Human,Male,38,5590,7,7,8,8,4,8,Drifter,Wanderer,0,"Anglic Language 0, Animal Farming 0, Animal Riding 0, Carousing 0, Cruise Ship Helm 0, Jack of all Trades 0, Knife Fighting 0, Linguistics 0, Mechanical Training 0, Motorboat Helm 1, Persuading 0, Sensor Reading 1, Stealth 0, Streetwise 0, Survival Training 0, Trading 1",,Cr50000,Cr0,Cr0
D2702,Welbichonnor,C,3,8,8,2,3,6,8,Fa Lo,,4,Obsessed,Enie Enta,Human,Female,47,5581,8,A,4,5,9,3,Scout,Courier,7,"Anglic Language 0, Astrogating 2, Electronics 1, Energy Pistol 0, Jack of all Trades 1, Mechanical Training 1, Navigating 1, Robotics 0, Sensor Reading 1, Small Craft Piloting 1, Spacecraft Piloting 1, Survival Training 0, Telecomm 0, Vacc Suit Training 1","Scout Ship, Scout Ship",Cr80000,Cr0,Cr0
H2918,Rethon,E,4,1,0,4,4,3,8,Ni,,5,Obsessed,Sir Chralril K. Eson,Human,Male,52,5576,4,9,9,7,7,B,Agent,Law Enforcement,8,"Administrating 1, Advocating 3, Anglic Language 0, Autocar Driving 0, Computer Training 0, Fist Fighting 2, Investigating 2, Jack of all Trades 0, Life Support 0, Reconnaissance 4, Slug Pistol 0, Stealth 2, Streetwise 2, Sword Fighting 1, Telecomm 0","TAS Membership, TAS Membership, 3 Ship Shares",Cr17500,Cr0,Cr16000
A0210,Iyan,A,3,0,0,0,0,0,0,Ba Va,,8,Taboo,Corporal Milnk Y. Lasonk,Human,Male,52,5576,4,4,8,5,9,4,Drifter,Wanderer,6,"Anglic Language 0, Autocar Driving 0, Blunt Fighting 1, Computer Training 0, Dancing 0, Hydroponics 0, Investigating 2, Jack of all Trades 0, Reconnaissance 2, Slug Rifle 0, Stealth 3, Streetwise 3, Survival Training 1, Telecomm 0, Vacc Suit Training 0","TAS Membership, 2 Ship Shares",Cr37000,Cr0,Cr0
N0934,Olsakrarrlie,A,5,3,7,6,8,6,B,Ni,,3,Unusual Customs: Sex,Agent Nurrk Z. Ang,Human,Male,46,5582,4,7,1,9,4,8,Agent,Law Enforcement,0,"Administrating 1, Anglic Language 0, Athletic Co-ord 0, Autocar Driving 1, Blunt Fighting 0, Deceiving 1, Energy Pistol 1, Energy Rifle 1, Investigating 1, Jack of all Trades 0, Jumpspace 0, Knife Fighting 1, Leadership 1, Military Tactics 1, Mole Trucking 0, Portable Artillery 1, Reconnaissance 1, Slug Pistol 1, Slug Rifle 1, Streetwise 0, Sword Fighting 2",,Cr0,Cr50000,Cr0
H2816,Ertis,E,1,0,0,8,8,8,8,Na Ph Pi Va,,9,Fashion,Lieutenant Ostatson G. Onter,Human,Male,52,5576,3,8,3,6,9,9,Navy,Line/Crew,4,"Advocating 1, Anglic Language 0, Autocar Driving 0, Bionetics 0, Blunt Fighting 1, Capital Ship Helm 1, Capital Weapons 1, Civil Construction 1, Companion 1, Energy 1, Fist Fighting 1, Jack of all Trades 0, Knife Fighting 1, Leadership 1, Life Support 1, Mechanical Training 2, Naval Tactics 1, Persuading 0, Planetology 0, Sculpting 0, Ship Screens 2, Shotgun 0, Space Construction 1, Telecomm 1, Trading 0, Vacc Suit Training 5, Zero-G Training 1","TAS Membership, 3 Ship Shares",Cr71000,Cr0,Cr10000
D3203,Atharpela,C,7,9,6,C,E,C,A,Hi In Mi,,A,Unusual Custom: Media,Assistant Director Ekrihn F. Bohn,Human,Female,46,5582,2,5,3,6,6,5,Agent,Corporate,7,"Anglic Language 0, Athletic Co-ord 1, Athletic Endurance 1, Autocar Driving 1, Bionetics 0, Computer Training 2, Deceiving 2, Energy Rifle 1, Fist Fighting 1, Investigating 2, Jack of all Trades 0, Jumping 1, Mole Trucking 1, Ortillery Gunnery 1, Reconnaissance 0, Shotgun 1, Slug Pistol 1, Slug Rifle 1, Streetwise 1, Writing 0",,Cr0,Cr0,Cr14000
K2128,Etl,C,7,7,7,6,8,9,6,Ag Fa Ni,,A,Degenerate,Lieutenant Alchangili H. Shattis,Human,Female,46,5582,7,C,7,6,9,8,Navy,Flight,7,"Aero Flying 1, Anglic Language 0, Animal Riding 0, Astrogating 1, Computer Training 0, Grav Flying 1, Jack of all Trades 0, Knife Fighting 1, Leadership 1, Mechanical Training 1, Ortillery Gunnery 1, Polymers 0, Sensor Reading 1, Slug Rifle 0, Small Craft Piloting 6, Turret Gunnery 0, Vacc Suit Training 1, Xenology 0, Zero-G Training 3","Ship's Boat, TAS Membership, TAS Membership, 4 Ship Shares",Cr15000,Cr0,Cr14000
H2719,Wurnshi,B,4,3,2,4,0,4,E,Ni Po,,2,Unusual Customs: Trade,Force Commander Atnstehennski U. Elda,Human,Female,46,5582,3,1,2,6,9,5,Marines,Star Marines,3,"Anglic Language 0, Animal Riding 0, Animal Training 0, Astrogating 1, Athletic Endurance 1, Battle Suit Training 1, Computer Training 0, Energy Rifle 1, Field Artillery 1, Jack of all Trades 0, Jumping 1, Leadership 1, Mechanical Training 0, Naval Tactics 1, Portable Artillery 1, Sculpting 0, Sensor Reading 1, Slug Pistol 0, Small Craft Piloting 0, Stealth 2, Survival Training 0, Telecomm 2",Armor,Cr0,Cr71000,Cr0
J1623,Drarrk,D,6,6,7,5,3,1,4,Ag Fa Ga Ni Pr,,6,Xenophobic,Captain Brinson Q. Larlis,Human,Male,50,5578,1,9,3,7,6,8,Rogue,Pirate,8,"Anglic Language 0, Animal Farming 0, Astrogating 1, Athletic Strength 0, Carousing 2, Computer Training 1, Deceiving 0, Gravitics 1, Jack of all Trades 0, Knife Fighting 1, Mechanical Training 1, Medical Training 0, Military Tactics 1, Ortillery Gunnery 2, Reconnaissance 0, Ship Screens 1, Shotgun 1, Slug Rifle 0, Stealth 0, Streetwise 2, Sword Fighting 2, Vacc Suit Training 2","Corsair, Armor, Armor, Corsair, Corsair, Corsair, Armor, 2 Ship Shares",Cr110000,Cr0,Cr0
D3208,Ets,C,4,0,0,4,4,4,8,Ni Va,,7,Fusion,Urkrarc Anohl,Human,Female,50,5578,7,7,3,2,8,2,Drifter,Scavenger,2,"Anglic Language 0, Astrogating 0, Athletic Strength 1, Belter 1, Carousing 0, Civil Construction 0, Companion 0, Energy Pistol 0, Energy Rifle 0, Fist Fighting 1, Jack of all Trades 0, Knife Fighting 1, Mechanical Training 0, Reconnaissance 2, Small Craft Piloting 0, Survival Training 5, Telecomm 1, Vacc Suit Training 1, Zero-G Training 1",,Cr9000,Cr0,Cr0
K1830,Shirc,B,E,C,6,9,5,6,B,Fl Hi In,,D,At War,Narbenk Alpelsa,Human,Male,49,5579,7,3,8,3,3,3,Drifter,Scavenger,2,"Administrating 1, Anglic Language 0, Autocar Driving 0, Belter 0, Companion 0, Fist Fighting 2, Jack of all Trades 0, Life Support 1, Mechanical Training 1, Persuading 0, Stealth 1, Streetwise 1, Telecomm 2, Trading 1, Vacc Suit Training 1",1 Ship Share,Cr43000,Cr0,Cr10000
F1314,Ehejathimlus,A,7,7,7,2,5,4,E,Cp Fa Lo,,4,Deceptive,Chieftain Wepernson D. Errlarginy,Human,Male,55,5573,7,4,6,A,5,7,Entertainer,Performer,3,"Anglic Language 0, Animal Training 0, Archeology 0, Athletic Co-ord 1, Carousing 0, Companion 0, Cruise Ship Helm 2, Fist Fighting 1, Jack of all Trades 0, Jumping 1, Knife Fighting 1, Leadership 1, Reconnaissance 2, Stealth 2, Streetwise 1, Submarine Helm 0, Survival Training 1, Tank Driving 0",1 Ship Share,Cr2000,Cr0,Cr0
J1227,Ike,B,5,5,1,5,7,5,6,Ni Po,,6,Artistic,Ert Nebenth,Human,Female,52,5576,5,3,5,9,8,8,Navy,Engineering/Gunnery,3,"Administrating 0, Advocating 1, Anglic Language 0, Animal Farming 0, Autocar Driving 1, Capital Ship Helm 0, Companion 0, Energy Rifle 1, Field Artillery 0, Jack of all Trades 0, Leadership 2, Life Support 1, Mechanical Training 1, Mole Trucking 1, Motorboat Helm 0, Naval Tactics 1, Persuading 0, Psionicology 0, Psychology 1, Remote Operating 1, Tank Driving 0, Telecomm 1, Trading 0, Vacc Suit Training 0",3 Ship Shares,Cr79000,Cr0,Cr0
J1325,Ertsock,C,6,2,5,5,4,3,6,Ni,,4,Taboo,Lance Corporal Krelti W. Shonnimni,Human,Female,51,5577,8,6,3,5,A,A,Merchants,Trader,2,"Advocating 2, Anglic Language 0, Astrogating 1, Bionetics 0, Computer Training 1, Dancing 1, Deceiving 1, Diplomacy 1, Energy Pistol 0, Jack of all Trades 0, Jumpspace 0, Leadership 1, Life Support 1, Mechanical Training 0, Medical Training 1, Navigating 1, Persuading 0, Philosophy 0, Reconnaissance 2, Sensor Reading 1, Shotgun 0, Slug Rifle 1, Small Craft Piloting 0, Survival Training 0, Telecomm 1, Trading 1",Armor,Cr112000,Cr0,Cr0
M0435,Enston,A,8,7,7,8,C,F,8,Cp Pa Ph Pi,,9,Unusual Custom: Starport,Lady Tally N. Din,Human,Female,51,5577,6,C,8,4,D,B,Nobility,Dilettante,4,"Advocating 2, Anglic Language 0, Astrogating 0, Blunt Fighting 1, Carousing 1, Deceiving 3, Diplomacy 1, Holography 0, Jack of all Trades 0, Mechanical Training 1, Medical Training 0, Physics 0, Psychology 0, Slug Pistol 0, Slug Rifle 0, Small Craft Piloting 0, Survival Training 0, Telecomm 0, Vacc Suit Training 1","Estate Portfolio: Cr1000000, Property Portfolio: Cr1000000, Estate Portfolio: Cr500000, 1 Ship Share",Cr4000,Cr0,Cr0
G1819,An,C,5,2,1,3,3,1,7,He Lo Po,,4,Fusion,Ronter Erson,Human,Male,47,5581,4,1,1,6,6,7,Drifter,Scavenger,0,"Anglic Language 0, Animal Farming 0, Astrogating 1, Deceiving 0, Diplomacy 1, Fist Fighting 3, Jack of all Trades 0, Knife Fighting 0, Mechanical Training 0, Reconnaissance 1, Robotics 0, Shotgun 0, Small Craft Piloting 0, Spacecraft Piloting 0, Stealth 1, Streetwise 1, Survival Training 4, Telecomm 0",,Cr0,Cr119000,Cr0
F1213,Mann,E,5,2,4,9,B,F,6,Hi In Mi,A,7,Recovering,Lieutenant Elnski L. Sushattoshurm,Human,Female,49,5579,6,6,6,7,5,5,Rogue,Pirate,5,"Anglic Language 0, Athletic Co-ord 0, Autocar Driving 0, Carousing 1, Computer Training 1, Energy Rifle 1, Jack of all Trades 0, Jumpspace 1, Knife Fighting 0, Leadership 1, Life Support 1, Polymers 0, Portable Artillery 0, Reconnaissance 0, Sensor Reading 1, Slug Pistol 1, Spacecraft Piloting 1, Stealth 1, Streetwise 0, Survival Training 1, Sword Fighting 1, Tank Driving 0, Telecomm 1, Vacc Suit Training 4","Armor, 6 Ship Shares",Cr0,Cr0,Cr0
E0419,Stonnski,A,5,2,1,6,A,C,B,He Na Ni Po,,3,Barbaric,Lady Onrimdini I. Onun,Human,Female,46,5582,1,C,2,7,D,B,Drifter,Wanderer,0,"Advocating 0, Anglic Language 0, Energy Pistol 0, Energy Rifle 0, Jack of all Trades 2, Knife Fighting 1, Mechanical Training 0, Planetology 0, Reconnaissance 0, Space Construction 0, Spacecraft Piloting 0, Stealth 0, Survival Training 1, Turret Gunnery 0, Vacc Suit Training 0, Veterinary 0, Zero-G Training 0",1 Ship Share,Cr0,Cr130000,Cr0
