Location,Homeworld,Starport,Size,Atmosphere,Hydrographics,Population,Government,Law_Level,Tech_Level,Trade_Codes,Travel_Code,Temperature,Culture,NPC_Name,Race,Sex,Age,Year_Born,STR,DEX,END,INT,EDU,SOC,Career,Job,Terms,Skills,Equipment,Cash,Debt,Pension
N1539,Arretdove,C,6,7,4,8,5,6,5,Pa Ph Pi,,7,Peaceful,Onk Echrenkenrelck,Human,Male,55,5573,3,1,4,7,6,9,Drifter,Barbarian,3,"Administrating 0, Advocating 0, Anglic Language 0, Animal Farming 1, Astrogating 0, Athletic Strength 0, Autocar Driving 1, Carousing 0, Diplomacy 1, Energy Rifle 0, Jack of all Trades 1, Jumping 1, Knife Fighting 0, Mole Trucking 0, Philosophy 1, Reconnaissance 0, Sensor Reading 2, Stealth 3, Survival Training 2, Telecomm 0, Veterinary 1",2 Ship Shares,Cr0,Cr14000,Cr0
E0811,Len,D,E,F,6,8,7,8,8,Ph,,9,Artistic,Corporal Melkrem X. Anpelv,Human,Male,53,5575,2,2,1,8,8,8,Drifter,Scavenger,1,"Acting 0, Administrating 0, Advocating 0, Anglic Language 0, Astrogating 0, Athletic Co-ord 1, Athletic Strength 1, Autocar Driving 1, Blunt Fighting 1, Companion 0, Energy Rifle 1, Heavy Launchers 1, Jack of all Trades 0, Jumping 1, Mechanical Training 0, Mole Trucking 2, Persuading 1, Reconnaissance 2, Small Craft Piloting 0, Survival Training 1, Sword Fighting 0, Telecomm 0, Vacc Suit Training 1, Zero-G Training 0",,Cr17000,Cr0,Cr0
O1832,Atti,A,6,3,5,8,D,G,7,Ph,,5,Deceptive,Paue Armajadonng,Human,Male,51,5577,6,1,1,7,4,8,Drifter,Barbarian,0,"Anglic Language 0, Astrogating 1, Athletic Endurance 0, Battle Suit Training 0, Energy Pistol 1, Jack of all Trades 1, Mole Trucking 0, Motorboat Helm 0, Naval Tactics 0, Portable Artillery 0, Slug Pistol 0, Small Craft Piloting 1, Stealth 2, Survival Training 0, Vacc Suit Training 1",Ancient Technology,Cr0,Cr119000,Cr0
H3015,Arstimdetsa,C,6,A,2,8,9,B,8,Fl He Ph,,4,Nexus,Lance Corporal Dekrady F. Chelm,Human,Male,57,5571,6,1,8,B,9,5,Drifter,Barbarian,2,"Anglic Language 0, Athletic Co-ord 0, Athletic Endurance 0, Battle Suit Training 1, Electronics 0, Energy Pistol 0, Fist Fighting 1, Grav Flying 1, Jack of all Trades 0, Jumping 2, Knife Fighting 1, Leadership 1, Mechanical Training 1, Military Tactics 2, Navigating 1, Portable Artillery 0, Reconnaissance 1, Remote Operating 2, Ship Screens 0, Shotgun 1, Slug Rifle 1, Stealth 0, Survival Training 0, Telecomm 1, Xenology 0",,Cr0,Cr3000,Cr0
G1720,Jalnie,B,6,7,7,8,A,5,A,Pa Ph Pi,,8,Artistic,Atril Onpojirarny,Human,Female,51,5577,6,8,A,7,B,8,Scholar,Physician,8,"Advocating 0, Anglic Language 0, Capital Weapons 1, Computer Training 2, Cybernetics 1, Diplomacy 0, Economics 1, Investigating 0, Jack of all Trades 0, Medical Training 1, Persuading 1, Psychology 0, Telecomm 0, Vilani Language 0","Scientific Equipment, Lab Ship, Lab Ship, Lab Ship, 2 Ship Shares",Cr80000,Cr0,Cr16000
G1720,Chorlie,E,1,0,0,2,0,0,8,Lo Va,,5,Unusual Custom: Media,Opit Illynn,Human,Male,54,5574,9,2,1,7,B,4,Drifter,Wanderer,3,"Anglic Language 0, Athletic Co-ord 0, Athletic Strength 0, Autocar Driving 0, Computer Science 0, Computer Training 0, Deceiving 1, Economics 0, Energy Rifle 0, Investigating 0, Jack of all Trades 1, Jumping 1, Medical Training 2, Reconnaissance 2, Stealth 2, Streetwise 3, Survival Training 1, Vacc Suit Training 0",,Cr6000,Cr0,Cr0
I0128,Ark,D,2,5,5,4,0,0,9,Fa Ni Pa,,3,Violent,Onnata Omelshatthan,Human,Female,16,5612,8,9,9,8,4,8,Citizen,,0,"Anglic Language 0, Bionetics 0, Jack of all Trades 0, Medical Training 0",,Cr0,Cr0,Cr0
K2027,Akatrlimlsisenta,B,3,7,8,7,7,6,9,Ag Pi,,6,Recovering,Commander Uman B. Oletda,Human,Female,51,5577,5,8,3,6,E,8,Drifter,Wanderer,0,"Advocating 0, Anglic Language 0, Animal Training 0, Belter 0, Carousing 1, Companion 0, Deceiving 0, Jack of all Trades 0, Knife Fighting 1, Leadership 1, Naval Tactics 1, Ortillery Gunnery 1, Persuading 0, Sculpting 0, Shotgun 0, Stealth 1, Survival Training 0, Tank Driving 0, Zero-G Training 0","Alien Artifact, TAS Membership, Ship's Boat, 1 Ship Share",Cr1000,Cr0,Cr0
F1111,Alelonmoda,E,2,4,4,D,B,C,7,Hi In Mi,A,1,Remnant,Baroness Ebralduli Enannk Ellus of Alelonmoda,Human,Female,51,5577,6,8,3,8,9,C,Drifter,Barbarian,1,"Anglic Language 0, Belter 0, Carousing 1, Companion 0, Dancing 0, Deceiving 0, Jack of all Trades 3, Knife Fighting 1, Leadership 1, Mechanical Training 1, Mole Trucking 0, Persuading 1, Sailboat Helm 0, Slug Pistol 0, Small Craft Piloting 1, Streetwise 0, Survival Training 1, Vacc Suit Training 1, Writing 0",TAS Membership,Cr110000,Cr0,Cr0
A0702,Urue,E,6,3,0,6,3,3,5,De Na Ni Po,,3,Fashion,Baroness Menie Urishalth Angernk of Urue,Human,Female,50,5578,8,6,8,9,C,C,Army,Infantry,7,"Administrating 3, Advocating 3, Anglic Language 0, Animal Farming 0, Bionetics 0, Diplomacy 2, Electronics 0, Energy Pistol 0, Energy Rifle 2, Field Artillery 0, Fist Fighting 1, Jack of all Trades 0, Jumping 0, Leadership 3, Military Tactics 3, Reconnaissance 1, Stealth 1, Survival Training 0, Sword Fighting 0, Tank Driving 0",Armor,Cr50000,Cr0,Cr14000
J1130,Allonhelta,D,6,8,7,8,7,6,6,Ga Pa Ph Ri,A,8,Unusual Customs: Technology,Cherlier Uchranstondy,Human,Male,28,5600,4,1,8,4,6,6,Citizen,Colonist,0,"Anglic Language 0, Animal Riding 0, Athletic Co-ord 1, Biology 0, Computer Training 0, Diplomacy 0, Investigating 0, Jack of all Trades 0, Jumping 1, Medical Training 0, Political Science 1, Telecomm 0, Veterinary 0, Xenology 0",,Cr0,Cr50000,Cr0
E0217,Inor,E,5,8,A,8,C,A,3,Ph Ri Wa,A,9,Liberal,Ranson Krirerramanmer,Human,Male,57,5571,1,2,6,E,C,8,Rogue,Enforcer,2,"Acting 0, Advocating 1, Anglic Language 0, Archeology 1, Computer Training 1, Diplomacy 0, Electronics 1, Fist Fighting 1, Investigating 1, Jack of all Trades 0, Life Support 1, Linguistics 0, Medical Training 1, Musical Training 1, Oynprith Language 1, Persuading 3, Physics 1, Psionicology 1, Robotics 1, Stealth 1, Streetwise 1, Telecomm 0, Vilani Language 0",6 Ship Shares,Cr90000,Cr0,Cr14000
G2012,Cercirk,A,6,A,6,9,7,7,C,Cp Fl Hi In Mi,,9,Nexus,4th Officer Kranng N. Ajivurharrlie,Human,Male,51,5577,7,7,4,8,6,3,Merchants,Merchant Marine,3,"Anglic Language 0, Astrogating 0, Autocar Driving 0, Civil Construction 0, Computer Training 0, Deceiving 1, Energy Pistol 1, Energy Rifle 0, Investigating 1, Jack of all Trades 0, Life Support 1, Mechanical Training 3, Reconnaissance 0, Streetwise 2, Tank Driving 0, Trading 1, Zero-G Training 2","Scout Ship, Scout Ship, Scout Ship",Cr1000,Cr0,Cr0
E0818,Archragwetlam,C,7,7,A,8,7,3,9,Ph Pi Wa,,9,Taboo,Lady Onni Q. Mennson,Human,Female,58,5570,A,5,8,9,B,B,Merchants,Trader,4,"Administrating 2, Advocating 3, Anglic Language 0, Astrogating 0, Autocar Driving 0, Belter 0, Biology 1, Computer Training 2, Investigating 1, Jack of all Trades 1, Jumpspace 0, Mechanical Training 0, Medical Training 1, Sensor Reading 1, Shotgun 0, Slug Pistol 1, Small Craft Piloting 1, Stealth 0, Streetwise 1, Survival Training 1, Telecomm 2, Trading 1, Vacc Suit Training 1, Vilani Language 0","Scout Ship, 1 Ship Share",Cr195000,Cr0,Cr0
D3201,Jonnshi,C,4,4,3,1,2,0,9,Lo Po,,2,Unusual Custom: Conspiracy,Opady Shardove,Human,Male,56,5572,1,6,1,7,9,A,Citizen,Worker,5,"Anglic Language 0, Animal Farming 0, Bionetics 2, Civil Construction 0, Computer Science 0, Computer Training 1, Diplomacy 1, Electronics 1, Gambling 3, Gravitics 1, Hydroponics 1, Investigating 0, Jack of all Trades 0, Mechanical Training 1, Medical Training 1, Mole Trucking 1, Navigating 1, Polymers 1, Reconnaissance 0, Slug Pistol 0, Slug Rifle 0, Space Construction 1, Streetwise 0, Tank Driving 1",2 Ship Shares,Cr180000,Cr0,Cr10000
G2218,Ile,B,3,4,7,9,8,5,B,Hi In Mi,,4,At War,Lance Corporal Irarjelthan Z. Thanm,Human,Female,52,5576,2,3,1,2,7,8,Drifter,Scavenger,0,"Anglic Language 0, Astrogating 1, Athletic Co-ord 0, Battle Suit Training 1, Energy Rifle 2, Heavy Launchers 1, Jack of all Trades 0, Jumping 1, Leadership 1, Mechanical Training 0, Military Tactics 1, Naval Tactics 0, Portable Artillery 1, Shotgun 2, Slug Rifle 1, Space Construction 0, Stealth 1, Streetwise 0, Survival Training 0, Vilani Language 0, Zero-G Training 0",,Cr35000,Cr0,Cr0
B1610,Inston,E,B,B,6,9,9,7,9,Fl Hi In Mi,A,G,Sexist,Baronet Matmanrt Olace Rimlynn of Inston,Human,Male,48,5580,4,4,1,8,4,c,Drifter,Scavenger,1,"Anglic Language 0, Animal Farming 0, Astrogating 1, Athletic Endurance 1, Carousing 0, Diplomacy 2, Energy Pistol 1, Fist Fighting 1, Jack of all Trades 0, Knife Fighting 0, Mechanical Training 0, Reconnaissance 1, Sailboat Helm 0, Sensor Reading 2, Space Construction 0, Spacecraft Piloting 0, Stealth 0, Streetwise 0, Survival Training 1, Telecomm 0, Vacc Suit Training 1",,Cr1000,Cr0,Cr0
F1020,Andalman,C,4,4,2,7,6,A,9,He Pi Po,,A,Tourist Attraction,Sir Silhn Z. Erhanlo,Human,Male,58,5570,1,1,4,7,8,B,Drifter,Wanderer,4,"Advocating 1, Anglic Language 0, Animal Training 0, Athletic Co-ord 1, Athletic Strength 0, Biology 1, Computer Training 0, Deceiving 0, Energy 0, Fist Fighting 1, Investigating 0, Jack of all Trades 1, Jumping 0, Profession 1, Reconnaissance 1, Shotgun 0, Stealth 2, Streetwise 1, Survival Training 2, Tank Driving 0",2 Ship Shares,Cr0,Cr97000,Cr0
I0425,Lanl,B,5,2,2,3,4,1,C,He Lo Po,,2,Violent,Corporal Etnk I. Arbernstil,Human,Female,56,5572,9,7,B,D,9,8,Agent,Law Enforcement,2,"Anglic Language 0, Animal Farming 0, Athletic Strength 1, Autocar Driving 0, Computer Training 2, Diplomacy 0, Gravitics 1, Investigating 1, Jack of all Trades 0, Medical Training 0, Slug Rifle 1, Streetwise 1, Telecomm 0, Xenology 2","Lab Ship, Lab Ship, Lab Ship, 8 Ship Shares",Cr162500,Cr0,Cr14000
A0105,Aneti,A,6,7,2,3,3,4,B,Cp He Lo,,8,Obsessed,Baronetess Elginantile Ewathon Olonk of Aneti,Human,Female,51,5577,1,1,1,9,9,c,Drifter,Barbarian,0,"Administrating 0, Anglic Language 0, Astrogating 1, Carousing 0, Companion 1, Jack of all Trades 0, Life Support 1, Mechanical Training 1, Musical Training 0, Ortillery Gunnery 1, Polymers 0, Shotgun 0, Small Craft Piloting 1, Stealth 0, Streetwise 1, Survival Training 1, Tank Driving 0, Telecomm 0, Trading 2, Zero-G Training 1",,Cr26000,Cr0,Cr0
P2539,E551201-8,E,5,5,1,2,0,1,8,Lo Po,,4,Liberal,Stistanthema Anenski,Human,Female,52,5576,3,2,6,6,A,1,Entertainer,Artist,3,"Anglic Language 2, Athletic Co-ord 0, Autocar Driving 0, Belter 0, Biology 1, Companion 0, Deceiving 2, Diplomacy 2, Holography 2, Jack of all Trades 0, Medical Training 0, Reconnaissance 1, Sensor Reading 1, Slug Pistol 0, Slug Rifle 1, Survival Training 0, Telecomm 0, Veterinary 0, Vilani Language 1, Writing 1",Alien Artifact,Cr2000,Cr0,Cr0
M0835,Urnstebenth,D,6,4,1,6,6,B,5,He Ni Po,,6,Artistic,Field Agent Icherler I. Oninor,Human,Female,51,5577,7,6,8,A,5,8,Navy,Flight,1,"Acting 0, Anglic Language 0, Carousing 0, Companion 0, Deceiving 1, Investigating 2, Jack of all Trades 0, Knife Fighting 1, Mechanical Training 0, Naval Tactics 1, Persuading 0, Small Craft Piloting 1, Streetwise 3, Telecomm 0, Veterinary 0, Writing 0","Scientific Equipment, TAS Membership, 1 Ship Share",Cr67000,Cr0,Cr0
E0515,Enbrandellace,C,3,6,2,2,3,4,5,Lo,,9,Unusual Custom: Starport,Lance Corporal Belchelo I. Pimni,Human,Male,51,5577,4,1,2,B,8,3,Citizen,Worker,3,"Administrating 0, Anglic Language 0, Athletic Endurance 0, Battle Suit Training 0, Chemisty 0, Diplomacy 1, Electronics 3, Energy 1, Energy Pistol 0, Energy Rifle 1, Gravitics 1, Hydroponics 0, Jack of all Trades 0, Leadership 1, Naval Tactics 0, Portable Artillery 0, Sensor Reading 1, Slug Pistol 1, Stealth 0, Zero-G Training 5",,Cr81000,Cr0,Cr0
E0114,Engenko,B,5,6,6,5,3,0,6,Ag Fa Ni Pr,,9,Xenophobic,Detective Elnski Z. Barrenski,Human,Female,53,5575,9,1,3,9,7,5,Drifter,Wanderer,1,"Advocating 1, Anglic Language 0, Animal Riding 0, Athletic Co-ord 0, Athletic Strength 0, Deceiving 1, Investigating 4, Jack of all Trades 0, Jumping 1, Naval Tactics 1, Planetology 0, Reconnaissance 3, Small Craft Piloting 1, Stealth 2, Streetwise 3, Survival Training 1","Scientific Equipment, 1 Ship Share",Cr0,Cr33000,Cr10000
L2528,Conshonchrinter,B,7,8,5,8,4,4,5,Ga Pa Ph Ri,,6,Unusual Customs: Lifecycle,Baronetess Enmon Larholier Urmilam of Conshonchrinter,Human,Female,55,5573,1,1,3,4,9,c,Marines,Star Marines,8,"Anglic Language 0, Animal Farming 0, Athletic Co-ord 0, Battle Suit Training 2, Deceiving 0, Energy Pistol 0, Energy Rifle 1, Jack of all Trades 0, Knife Fighting 2, Leadership 1, Medical Training 0, Military Tactics 1, Naval Tactics 1, Ortillery Gunnery 1, Reconnaissance 0, Sensor Reading 3, Shotgun 1, Slug Pistol 2, Slug Rifle 1, Stealth 0, Streetwise 0, Survival Training 1, Turret Gunnery 1, Zero-G Training 3","TAS Membership, Armor, Armor",Cr0,Cr55000,Cr16000
C1702,Ganzellier,B,3,2,0,1,1,4,D,De He Lo Po,,5,Religious,Lieutenant Urgwalnski X. Rilnubrannor,Human,Female,55,5573,6,A,5,5,4,9,Marines,Ground Assault,2,"Anglic Language 0, Animal Riding 0, Battle Suit Training 0, Carousing 1, Companion 0, Deceiving 1, Energy Pistol 1, Jack of all Trades 0, Knife Fighting 1, Leadership 2, Military Tactics 1, Mole Trucking 0, Naval Tactics 1, Ortillery Gunnery 0, Persuading 1, Ship Screens 1, Small Craft Piloting 1, Spacecraft Piloting 1, Streetwise 0, Survival Training 0, Telecomm 0, Trading 0, Vacc Suit Training 1, Zero-G Training 2","TAS Membership, TAS Membership",Cr52000,Cr0,Cr0
I0228,Purw,B,6,3,0,1,3,2,7,De Lo Po,,4,Influenced,2nd Officer Bimnter G. Esem,Human,Male,54,5574,4,5,1,7,B,1,Merchants,Merchant Marine,7,"Anglic Language 0, Archeology 0, Astrogating 0, Capital Ship Helm 1, Carousing 0, Computer Training 1, Diplomacy 1, Jack of all Trades 0, Mechanical Training 3, Medical Training 0, Shotgun 0, Small Craft Piloting 1, Spacecraft Piloting 3, Survival Training 0, Tank Driving 0, Telecomm 0, Trading 1, Turret Gunnery 2, Vacc Suit Training 2, Veterinary 0, Zero-G Training 2",2 Ship Shares,Cr45000,Cr0,Cr14000
B1107,Althole,A,8,A,6,4,3,0,B,Cp Fl Ni,,9,Progressive,Aldralo Palrt,Human,Female,56,5572,5,3,7,B,8,8,Drifter,Wanderer,3,"Administrating 0, Advocating 0, Anglic Language 0, Athletic Co-ord 0, Athletic Endurance 0, Energy Rifle 1, Fist Fighting 3, Hydroponics 0, Jack of all Trades 0, Knife Fighting 0, Portable Artillery 0, Reconnaissance 4, Slug Rifle 0, Stealth 1, Streetwise 5, Survival Training 1, Sword Fighting 1, Tank Driving 0",2 Ship Shares,Cr5000,Cr0,Cr0
B0904,Gwirly,C,4,5,1,3,2,1,5,Lo Po,,A,Degenerate,Anjimrly Cetcilo,Human,Female,52,5576,1,6,1,4,8,4,Drifter,Barbarian,0,"Administrating 1, Anglic Language 0, Animal Training 0, Astrogating 1, Athletic Co-ord 1, Athletic Strength 0, Biology 1, Carousing 1, Companion 0, Jack of all Trades 1, Mechanical Training 1, Mole Trucking 0, Persuading 0, Reconnaissance 1, Slug Pistol 1, Stealth 2, Streetwise 3, Tank Driving 0, Telecomm 0, Trading 0, Vacc Suit Training 2",1 Ship Share,Cr0,Cr123000,Cr0
F1120,Shurrly,E,4,5,2,5,0,1,5,Ni Po,,7,Fashion,Chirk Elterchrisenrk,Human,Male,56,5572,7,3,4,3,A,1,Rogue,Enforcer,1,"Anglic Language 0, Animal Farming 0, Blunt Fighting 1, Carousing 0, Companion 1, Computer Training 0, Deceiving 0, Fist Fighting 2, Jack of all Trades 1, Mechanical Training 1, Persuading 0, Political Science 0, Reconnaissance 1, Sculpting 0, Slug Pistol 0, Small Craft Piloting 1, Stealth 1, Survival Training 2, Vacc Suit Training 1, Writing 0, Zero-G Training 0",3 Ship Shares,Cr3000,Cr0,Cr0
O2038,Renltitharm,A,2,7,A,5,5,6,G,Ni,,A,Influenced,Corporal Iwenly F. Mersa,Human,Female,51,5577,7,1,1,6,A,9,Agent,Law Enforcement,2,"Advocating 1, Anglic Language 0, Capital Ship Helm 0, Computer Science 0, Computer Training 3, Energy Rifle 0, Genetics 0, Investigating 0, Jack of all Trades 1, Knife Fighting 1, Mechanical Training 0, Medical Training 1, Motorboat Helm 1, Ortillery Gunnery 0, Reconnaissance 1, Stealth 1, Streetwise 1, Survival Training 2, Telecomm 0, Vacc Suit Training 0, Veterinary 0, Vilani Language 0, Zero-G Training 0","Ancient Technology, 2 Ship Shares",Cr15500,Cr0,Cr0
L2724,Lartsatdreng,E,3,4,7,4,2,2,6,Fa Ni Pa,,8,Unusual Customs: Travel,Corporal Ermililam Q. Arndy,Human,Female,52,5576,1,B,8,C,B,7,Drifter,Wanderer,5,"Administrating 0, Advocating 0, Anglic Language 0, Autocar Driving 0, Computer Training 0, Deceiving 1, Electronics 0, Energy Rifle 0, Investigating 0, Jack of all Trades 3, Reconnaissance 0, Shotgun 1, Stealth 0, Streetwise 1, Tank Driving 0",7 Ship Shares,Cr10000,Cr0,Cr0
O2039,Calhondaldatlynn,C,5,7,4,8,9,8,4,Pa Ph Pi,,6,Unusual Customs: Eating,Drokrimpiselti Nunski,Human,Female,54,5574,5,7,7,C,5,3,Drifter,Barbarian,1,"Anglic Language 0, Animal Riding 0, Athletic Endurance 0, Athletic Strength 0, Bionetics 0, Deceiving 0, Heavy Launchers 0, Jack of all Trades 2, Knife Fighting 1, Mechanical Training 0, Reconnaissance 0, Shotgun 1, Stealth 0, Streetwise 1, Survival Training 0",1 Ship Share,Cr6000,Cr0,Cr0
A0605,Urchranski,E,0,0,0,2,0,3,9,As Lo Va,A,6,Artistic,Duke Chrener Brilo Poncanski of Urchranski,Human,Male,57,5571,4,3,1,7,8,f,Army,Support,2,"Acting 1, Administrating 1, Advocating 1, Anglic Language 0, Athletic Endurance 1, Autocar Driving 1, Bionetics 1, Carousing 1, Companion 0, Dancing 0, Deceiving 0, Gambling 1, Holography 1, Investigating 1, Jack of all Trades 0, Leadership 1, Military Tactics 1, Persuading 3, Reconnaissance 1, Sculpting 2, Slug Rifle 1, Vacc Suit Training 0, Zero-G Training 0",2 Ship Shares,Cr150000,Cr0,Cr14000
J1530,Chrerrc,C,0,0,0,2,3,1,B,As Lo Va,,B,Religious,3rd Officer Penrladove C. Wanyan,Human,Male,54,5574,1,3,7,E,9,7,Merchants,Merchant Marine,4,"Administrating 2, Advocating 0, Aero Flying 1, Anglic Language 0, Capital Ship Helm 1, Companion 1, Computer Training 1, Diplomacy 1, Jack of all Trades 0, Knife Fighting 1, Leadership 2, Mechanical Training 2, Naval Tactics 1, Persuading 2, Robotics 0, Spacecraft Piloting 1, Telecomm 1, Trading 0, Vacc Suit Training 1, Zero-G Training 1",2 Ship Shares,Cr96000,Cr0,Cr0
N1340,Ehannston,C,7,7,7,8,6,B,6,Pa Ph Pi,,8,Deceptive,Lady Imrt L. Enly,Human,Female,52,5576,4,4,1,7,7,B,Drifter,Wanderer,0,"Administrating 0, Anglic Language 0, Astrogating 0, Athletic Endurance 0, Athletic Strength 0, Capital Weapons 1, Computer Training 1, Deceiving 1, Energy Pistol 0, Fist Fighting 1, Investigating 0, Jack of all Trades 0, Jumping 1, Knife Fighting 1, Mechanical Training 0, Musical Training 0, Persuading 0, Reconnaissance 0, Slug Pistol 0, Stealth 1, Streetwise 0, Survival Training 1, Telecomm 1",,Cr0,Cr40000,Cr0
E0718,Urdrenanndy,B,7,4,6,6,7,4,5,Ag Fa Ni,A,8,Fusion,Pimdatlanry Ihenry,Human,Male,54,5574,6,1,1,8,8,3,Merchants,Merchant Marine,2,"Anglic Language 0, Animal Riding 0, Athletic Co-ord 0, Companion 0, Diplomacy 1, Gravitics 2, Jack of all Trades 2, Jumpspace 0, Knife Fighting 2, Medical Training 0, Mole Trucking 0, Persuading 1, Slug Pistol 0, Streetwise 2, Tank Driving 0, Telecomm 0, Trading 0, Vacc Suit Training 0","Free Trader, 1 Ship Share",Cr32000,Cr0,Cr0
E0316,Wigawary,A,6,6,A,5,5,8,G,Cp Ni Pr Wa,,6,Taboo,Insersoler Halimle,Human,Female,51,5577,1,7,1,4,2,8,Merchants,Trader,3,"Administrating 1, Advocating 2, Anglic Language 0, Astrogating 0, Computer Science 1, Computer Training 0, Deceiving 1, Diplomacy 0, Investigating 0, Jack of all Trades 0, Mechanical Training 1, Medical Training 1, Persuading 0, Physics 0, Small Craft Piloting 0, Streetwise 2, Telecomm 1, Trading 1, Vacc Suit Training 1","Scientific Equipment, Free Trader",Cr0,Cr5000,Cr0
K2323,Urie,B,6,6,5,A,F,E,9,Ga Hi,,7,Unusual Customs: Travel,Elam Ilthelchran,Human,Female,54,5574,1,1,1,B,4,6,Drifter,Barbarian,1,"Anglic Language 0, Animal Riding 0, Animal Training 0, Battle Suit Training 0, Carousing 2, Energy Pistol 1, Energy Rifle 0, Heavy Launchers 1, Jack of all Trades 0, Jumping 0, Knife Fighting 1, Mechanical Training 0, Motorboat Helm 0, Naval Tactics 0, Persuading 0, Portable Artillery 0, Shotgun 1, Small Craft Piloting 1, Stealth 1, Streetwise 0, Submarine Helm 0, Survival Training 0, Vacc Suit Training 1, Veterinary 2",Ancient Technology,Cr0,Cr6000,Cr0
E0720,Miyan,A,3,4,3,B,B,D,G,Hi In Mi Po,A,2,Unusual Customs: Travel,Lieutenant Imnor F. Shonlam,Human,Female,51,5577,B,6,8,7,A,6,Army,Infantry,1,"Administrating 0, Anglic Language 0, Animal Riding 0, Astrogating 0, Blunt Fighting 1, Computer Training 1, Energy Rifle 1, Investigating 2, Jack of all Trades 1, Knife Fighting 1, Leadership 1, Mechanical Training 0, Military Tactics 1, Reconnaissance 3, Ship Screens 1, Shotgun 0, Slug Pistol 1, Small Craft Piloting 0, Space Construction 0, Streetwise 1, Vacc Suit Training 1, Zero-G Training 1",Scientific Equipment,Cr14000,Cr0,Cr0
H2520,Onshatnk,A,7,8,A,4,6,9,C,Ni Wa,,D,Conservative,Lady Ibransarta D. Ejalnston,Human,Female,51,5577,2,2,5,A,6,B,Drifter,Wanderer,1,"Advocating 0, Anglic Language 0, Athletic Co-ord 1, Athletic Strength 1, Autocar Driving 0, Blunt Fighting 1, Deceiving 0, Diplomacy 1, Fist Fighting 1, Investigating 1, Jack of all Trades 0, Leadership 1, Linguistics 0, Medical Training 1, Persuading 1, Portable Artillery 0, Reconnaissance 0, Sensor Reading 1, Shotgun 1, Slug Rifle 1, Stealth 1, Streetwise 1, Survival Training 3, Sword Fighting 1, Telecomm 0",Lab Ship,Cr51000,Cr0,Cr0
G2312,Ork,C,2,0,0,3,0,3,9,Lo Va,,6,Progressive,Lance Corporal Idy W. Ischethan,Human,Female,52,5576,8,7,7,8,2,4,Citizen,Corporate,0,"Administrating 0, Anglic Language 0, Athletic Co-ord 1, Athletic Endurance 1, Carousing 1, Companion 0, Deceiving 1, Grav Flying 1, Holography 0, Jack of all Trades 1, Leadership 1, Persuading 0, Reconnaissance 2, Slug Pistol 0, Slug Rifle 1, Stealth 1, Streetwise 2, Vacc Suit Training 0, Writing 0",2 Ship Shares,Cr180000,Cr0,Cr10000
J1224,Chrindy,B,6,6,7,2,1,1,8,Fa Ga Lo,,9,Recovering,Field Agent Chepata E. Bedrarmozosherlie,Human,Female,57,5571,3,6,3,9,2,A,Scout,Exploration,2,"Anglic Language 0, Animal Training 0, Astrogating 0, Athletic Endurance 1, Athletic Strength 1, Computer Training 1, Deceiving 1, Diplomacy 1, Energy Rifle 0, Fist Fighting 1, Investigating 1, Jack of all Trades 0, Knife Fighting 0, Mechanical Training 1, Reconnaissance 1, Shotgun 2, Slug Pistol 1, Small Craft Piloting 1, Spacecraft Piloting 0, Stealth 2, Survival Training 0, Tank Driving 1, Telecomm 3, Vacc Suit Training 1","Scientific Equipment, Scientific Equipment, 1 Ship Share",Cr77500,Cr0,Cr10000
J0925,Arnsurchrid,E,4,4,5,5,7,5,7,Ag Fa Ni,,6,Ritualized,Baronetess Urkratstarse Hosa Dard of Arnsurchrid,Human,Female,56,5572,4,3,5,F,9,c,Scholar,Field Researcher,6,"Advocating 0, Anglic Language 0, Animal Riding 0, Athletic Co-ord 0, Autocar Driving 0, Computer Science 1, Computer Training 2, Field Artillery 1, Fist Fighting 1, Gambling 1, Investigating 0, Jack of all Trades 0, Knife Fighting 2, Linguistics 0, Reconnaissance 0, Shotgun 1, Streetwise 0, Telecomm 0","Scientific Equipment, 2 Ship Shares",Cr145000,Cr0,Cr12000
J1322,Surgillenceke,E,4,2,4,8,7,7,5,Ph Pi,A,4,Unusual Customs: Trade,4th Officer Elpurt K. Monrlie,Human,Female,61,5567,1,5,1,4,A,8,Drifter,Scavenger,3,"Advocating 0, Anglic Language 0, Athletic Co-ord 1, Capital Weapons 1, Companion 0, Computer Training 0, Deceiving 0, Energy Rifle 1, Fist Fighting 1, Gambling 1, Jack of all Trades 1, Jumping 1, Mechanical Training 1, Mole Trucking 0, Persuading 0, Psychology 1, Reconnaissance 1, Robotics 0, Slug Pistol 0, Slug Rifle 1, Spacecraft Piloting 1, Stealth 1, Survival Training 1, Telecomm 0, Trading 0, Vacc Suit Training 3","Free Trader, Armor",Cr25000,Cr0,Cr0
G2217,Altsalus,D,4,8,7,9,7,A,9,Hi Pr,A,7,Progressive,Kiti Menm,Human,Female,50,5578,7,1,3,6,8,6,Scholar,Scientist,1,"Anglic Language 0, Animal Training 0, Capital Ship Helm 0, Computer Training 1, Deceiving 1, Energy Pistol 0, Gambling 1, Jack of all Trades 0, Leadership 1, Mechanical Training 1, Medical Training 0, Ortillery Gunnery 0, Oynprith Language 1, Shotgun 1, Stealth 0, Streetwise 0, Trading 0, Vacc Suit Training 0, Vilani Language 0, Zero-G Training 0","Armor, Free Trader, Lab Ship, 2 Ship Shares",Cr0,Cr0,Cr0
